Cell ID,Afterhyperpolarization (mV),Age (postnatal days),CTKE T type,CTKE T type confidence,CTKE T type top-3 (Top three mapping M1 cell types from CTKE with bootstrap-based confidence of mapping to each type),Cre (+ or -),ISI adaptation index,Inferred layer,Max number of APs,Membrane time constant (ms),Mouse genotype,RNA family (subclass),Sex,Spike frequency adaptation,Targeted layer,Upstroke-to-downstroke ratio,VISp Viewer T type,VISp Viewer T type top-3 (Top three mapping VISp/ALM cell types from Tasic et al 2018 and used in the VISp Viewer with bootstrap-based confidence of mapping to each type),VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
20180110_sample_7,5.72400912642478,66,L5 IT_1,0.69,"L5 IT_1 (68.6%), L5 IT_2 (27.1%)",PV-,1.39953810623556,L5,17,19.5963235100651,Pvalb-Cre/wt; Ai9/wt,IT,M,0.888888888888888,L5,4.31893970968397,L5 IT ALM Gkn1 Pcdh19,"L5 IT ALM Gkn1 Pcdh19 (90.0%), L5 IT ALM Cpa6 Gpr88 (5.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180110_sample_8,-7.47724622488021,66,L5 ET_4,0.93,"L5 ET_4 (93.1%), L5 ET_1 (3.7%)",PV-,1.10869565217391,L5,18,18.4313720384686,Pvalb-Cre/wt; Ai9/wt,ET,M,0.8,L5,3.35501785920007,L5 PT ALM Npsr1,L5 PT ALM Npsr1 (97.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_4,L5ET_4_ET_4,L5ET_4_ET_4,unk,unk,unk
20180111_sample_5,3.31987813115119,67,L5 IT_3,0.61,"L5 IT_3 (61.1%), L5 IT_4 (13.0%), L5 IT_1 (11.1%)",PV-,1.28364779874213,L5,24,12.6905143766108,Pvalb-Cre/wt; Ai9/wt,IT,M,0.916666666666666,L5,3.69447021504098,L5 IT VISp Col27a1,"L5 IT VISp Col27a1 (57.0%), L4 IT VISp Rspo1 (33.0%), L6 IT VISp Penk Fst (5.0%)",L5IT,L5IT_IT,L5IT_IT_VISp,L5IT_3,L5IT_3_IT_3,L5IT_3_IT_3,unk,unk,unk
20180115_sample_2,6.54112733900547,64,L5 IT_1,0.49,"L5 IT_1 (49.4%), L4/5 IT_2 (43.0%), L6 CT Grp (3.7%)",PV-,1.86730911786508,L5,7,20.3932293735182,Pvalb-Cre/wt; Ai9/wt,IT,F,0.75,L5,4.09527344406356,L5 IT VISp Hsd11b1 Endou,"L5 IT VISp Hsd11b1 Endou (84.0%), L5 IT ALM Tmem163 Arhgap25 (7.0%), L5 IT ALM Lypd1 Gpr88 (5.0%)",L5IT,L5IT_IT,L5IT_IT_VISp,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180115_sample_5,2.64956429600715,64,L5 IT_1,0.96,L5 IT_1 (96.4%),PV-,1.37010159651668,L5,11,15.9861105918941,Pvalb-Cre/wt; Ai9/wt,IT,F,0.833333333333333,L5,5.91103899235699,L5 IT ALM Cpa6 Gpr88,"L5 IT ALM Cpa6 Gpr88 (72.0%), L5 IT ALM Lypd1 Gpr88 (17.0%), L5 IT VISp Hsd11b1 Endou (8.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180115_sample_7,-0.181850045919418,64,L5 IT_1,0.74,"L5 IT_1 (73.9%), L5 IT_2 (21.1%)",PV-,19.8393574297188,L5,17,15.2480518440162,Pvalb-Cre/wt; Ai9/wt,IT,F,0.888888888888888,L5,3.18700833129923,L5 IT ALM Gkn1 Pcdh19,"L5 IT ALM Gkn1 Pcdh19 (74.0%), L5 IT ALM Cpa6 Gpr88 (26.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180115_sample_8,-1.99564918875694,64,L5 IT_1,0.86,"L5 IT_1 (86.4%), L4/5 IT_2 (12.0%)",PV-,2.31880108991825,L5,16,21.0648929237186,Pvalb-Cre/wt; Ai9/wt,IT,F,0.666666666666666,L5,4.600568990461,L5 IT ALM Tmem163 Arhgap25,"L5 IT ALM Tmem163 Arhgap25 (55.0%), L5 IT VISp Hsd11b1 Endou (17.0%), L5 IT ALM Lypd1 Gpr88 (12.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180115_sample_9,3.13220173120498,64,L5 IT_1,0.66,"L5 IT_1 (66.0%), L5 IT_2 (21.9%), L5 IT_3 (8.0%)",PV-,5.73333333333334,L5,23,21.8664307363335,Pvalb-Cre/wt; Ai9/wt,IT,F,0.769230769230769,L5,4.10741182503428,L4 IT VISp Rspo1,"L4 IT VISp Rspo1 (30.0%), L5 IT VISp Col27a1 (26.0%), L5 IT ALM Cpa6 Gpr88 (16.0%)",L4IT,L4IT_IT,L4IT_IT_VISp,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180118_sample_1,1.58231891691684,67,L5 IT_2,0.55,"L5 IT_2 (55.0%), L5 IT_1 (34.0%), L5 IT_3 (5.0%)",PV-,16.9919354838709,L5,15,29.6700311384482,Pvalb-Cre/wt; Ai9/wt,IT,M,0.875,L5,4.60207443312056,L4 IT VISp Rspo1,"L4 IT VISp Rspo1 (82.0%), L5 IT ALM Cbln4 Fezf2 (4.0%), L5 IT ALM Lypd1 Gpr88 (4.0%)",L4IT,L4IT_IT,L4IT_IT_VISp,L5IT_2,L5IT_2_IT_2,L5IT_2_IT_2,unk,unk,unk
20180118_sample_10,-3.07480245828628,67,L5 ET_4,0.91,"L5 ET_4 (91.3%), L5 ET_2 (8.6%)",PV-,17.8527607361963,L5,29,15.462060820095,Pvalb-Cre/wt; Ai9/wt,ET,M,0.866666666666666,L5,3.02909825361547,L5 PT ALM Npsr1,L5 PT ALM Npsr1 (100.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_4,L5ET_4_ET_4,L5ET_4_ET_4,unk,unk,unk
20180118_sample_2,4.15016338229179,67,L5 IT_1,0.95,"L5 IT_1 (94.9%), L4/5 IT_2 (2.6%)",PV-,1.55088309503784,L5,17,27.1314905659668,Pvalb-Cre/wt; Ai9/wt,IT,M,0.777777777777777,L5,3.85949890223304,L5 IT ALM Cpa6 Gpr88,"L5 IT ALM Cpa6 Gpr88 (28.0%), L5 IT VISp Batf3 (25.0%), L4 IT VISp Rspo1 (24.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180118_sample_4,5.19479811191558,67,L5 IT_1,0.76,"L5 IT_1 (75.7%), L5 IT_2 (20.4%)",PV-,1.39358372456964,L5,22,26.9780031280345,Pvalb-Cre/wt; Ai9/wt,IT,M,0.833333333333333,L5,3.62770957460235,L5 IT VISp Batf3,"L5 IT VISp Batf3 (46.0%), L5 IT ALM Cpa6 Gpr88 (28.0%), L5 IT ALM Lypd1 Gpr88 (13.0%)",L5IT,L5IT_IT,L5IT_IT_VISp,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180118_sample_6,-3.73724848031997,67,L5 IT_1,0.94,"L5 IT_1 (94.3%), L5 IT_2 (5.1%)",PV-,1.324200913242,L5,21,30.0929235942908,Pvalb-Cre/wt; Ai9/wt,IT,M,0.5,L5,4.69721778010032,L5 IT ALM Cpa6 Gpr88,"L5 IT ALM Cpa6 Gpr88 (65.0%), L5 IT VISp Hsd11b1 Endou (24.0%), L5 IT ALM Tmem163 Arhgap25 (9.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180118_sample_7,1.35159865021705,67,L5 ET_1,1.0,L5 ET_1 (99.9%),PV-,9.98492462311558,L5,16,16.2664408764025,Pvalb-Cre/wt; Ai9/wt,ET,M,0.777777777777777,L5,3.04186345672388,L5 PT ALM Slco2a1,"L5 PT ALM Slco2a1 (92.0%), L5 PT VISp Krt80 (8.0%)",L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180123_sample_1,0.816637650132179,58,L5 ET_1,0.99,L5 ET_1 (99.4%),PV-,1.1287683031869,L5,12,11.7854161130625,Pvalb-Cre/wt; Ai9/wt,ET,M,0.714285714285714,L5,3.85680086027587,L5 PT ALM Slco2a1,L5 PT ALM Slco2a1 (100.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180123_sample_3,-2.35059671103954,58,L5 ET_1,0.94,"L5 ET_1 (93.7%), L5 ET_4 (4.6%)",PV-,2.51204281891168,L5,17,21.011869398345,Pvalb-Cre/wt; Ai9/wt,ET,M,0.888888888888888,L5,2.3800331442035,L5 PT VISp Krt80,"L5 PT VISp Krt80 (78.0%), L5 PT ALM Slco2a1 (22.0%)",L5PT,L5PT_PT,L5PT_PT_VISp,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180123_sample_5,-2.64978036284446,58,L5 ET_1,0.52,"L5 ET_1 (51.7%), L5 ET_4 (27.6%), L5 ET_3 (13.3%)",PV-,1.38888888888888,L5,13,18.3735639190506,Pvalb-Cre/wt; Ai9/wt,ET,M,0.857142857142857,L5,3.697909408586,L5 PT VISp Krt80,"L5 PT VISp Krt80 (85.0%), L5 PT VISp Lgr5 (11.0%)",L5PT,L5PT_PT,L5PT_PT_VISp,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180123_sample_6,3.43241915106773,58,L5 ET_1,0.95,L5 ET_1 (95.0%),PV-,1.63401670463173,L5,19,17.5734928091869,Pvalb-Cre/wt; Ai9/wt,ET,M,0.9,L5,3.80608228934639,L5 PT ALM Slco2a1,"L5 PT ALM Slco2a1 (77.0%), L5 PT VISp Krt80 (23.0%)",L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180123_sample_7,-1.78459100425243,58,L5 ET_4,0.94,"L5 ET_4 (93.7%), L5 ET_2 (5.9%)",PV-,1.21118755608734,L5,14,15.0105476329528,Pvalb-Cre/wt; Ai9/wt,ET,M,1.0,L5,2.63867404544657,L5 PT ALM Npsr1,L5 PT ALM Npsr1 (100.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_4,L5ET_4_ET_4,L5ET_4_ET_4,unk,unk,unk
20180208_sample_2,-0.811193138360977,122,L5 ET_1,1.0,L5 ET_1 (99.9%),VIAAT-,2.23297491039426,L5,17,22.2967287663728,Viaat-Cre/wt; Ai9/wt,ET,F,0.888888888888888,L5,3.39431915608006,L5 PT ALM Slco2a1,L5 PT ALM Slco2a1 (96.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180208_sample_3,1.41860172152519,122,L5 ET_1,0.99,L5 ET_1 (99.0%),VIAAT-,1.48580697485807,L5,19,24.0821373662178,Viaat-Cre/wt; Ai9/wt,ET,F,0.727272727272727,L5,3.06965029297886,L5 PT ALM Slco2a1,L5 PT ALM Slco2a1 (100.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180208_sample_4,-0.497624278068542,122,L5 IT_2,0.58,"L5 IT_2 (58.3%), L5 IT_1 (37.6%)",VIAAT-,2.62209302325581,L5,26,17.2547034432807,Viaat-Cre/wt; Ai9/wt,IT,F,0.733333333333333,L5,3.47030708756602,L5 IT ALM Gkn1 Pcdh19,L5 IT ALM Gkn1 Pcdh19 (97.0%),L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_2,L5IT_2_IT_2,L5IT_2_IT_2,unk,unk,unk
20180208_sample_5,1.68973952531814,122,L5 IT_2,0.56,"L5 IT_2 (56.0%), L5 IT_1 (17.4%), L5 IT_3 (17.1%)",VIAAT-,1.79511677282377,L5,27,13.9922270629341,Viaat-Cre/wt; Ai9/wt,IT,F,0.733333333333333,L5,2.40081969707018,L5 IT ALM Gkn1 Pcdh19,"L5 IT ALM Gkn1 Pcdh19 (49.0%), L5 IT VISp Col27a1 (17.0%), L5 IT ALM Cbln4 Fezf2 (15.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_2,L5IT_2_IT_2,L5IT_2_IT_2,unk,unk,unk
20180213_sample_3,-0.298891216516494,75,L5 ET_3,0.68,"L5 ET_3 (68.1%), L5 ET_2 (22.6%), L5 ET_1 (6.0%)",PV-,2.49295774647887,L5,16,24.3226032239204,Pvalb-Cre/wt; Ai9/wt,ET,M,0.777777777777777,L5,3.49396744861999,L5 PT ALM Hpgd,"L5 PT ALM Hpgd (59.0%), L5 PT VISp Lgr5 (36.0%)",L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_3,L5ET_3_ET_3,L5ET_3_ET_3,unk,unk,unk
20180213_sample_5,13.9311626553535,75,Pvalb Gpr149,0.99,Pvalb Gpr149 (98.7%),PV+,1.32575757575757,L6,121,11.1826785627962,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.904761904761904,L6,0.914164174376134,Pvalb Gpr149 Islr,"Pvalb Gpr149 Islr (83.0%), Pvalb Reln Itm2a (17.0%)",Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,Pvalb,Pvalb_Gpr149,Pvalb_Gpr149,unk,unk,unk
20180215_sample_1,17.7244879305362,77,Pvalb Reln,0.72,"Pvalb Reln (72.3%), Pvalb Calb1_2 (13.7%), Pvalb Kank4 (8.7%)",PV+,1.15492957746478,L5,50,11.5750673441815,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.851851851851851,L5,1.45818831870831,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (66.0%), Pvalb Reln Tac1 (34.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180220_sample_1,17.5161212682724,134,Sst Crhr2_1,0.43,"Sst Crhr2_1 (42.7%), Sst Myh8_3 (27.1%), Sst C1ql3_2 (23.3%)",VIAAT+,1.16307692307692,L5,44,17.475876527889,Viaat-Cre/wt; Ai9/wt,Sst,F,0.869565217391304,L5,1.75314084674492,Sst Rxfp1 Eya1,"Sst Rxfp1 Eya1 (47.0%), Sst Tac2 Tacstd2 (35.0%), Sst Crh 4930553C11Rik  (13.0%)",Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,Sst,Sst_Crhr2_1,Sst_Crhr2_1,unk,unk,unk
20180220_sample_2,0.132516026496887,134,L4/5 IT_2,0.94,"L4/5 IT_2 (94.1%), L5 ET_2 (4.1%)",VIAAT-,1.29833333333333,L2/3,12,14.7975969909042,Viaat-Cre/wt; Ai9/wt,IT,F,0.714285714285714,L2/3,5.64589935892955,L5 IT ALM Tmem163 Dmrtb1,"L5 IT ALM Tmem163 Dmrtb1 (50.0%), L5 IT ALM Lypd1 Gpr88 (50.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L4/5,L4/5_IT_2,L4/5_IT_2,unk,unk,unk
20180225_sample_1,14.6562978625297,57,L2/3 IT_3,0.83,"L2/3 IT_3 (82.9%), L5 ET_2 (6.0%), L4/5 IT_1 (4.7%)",PV-,2.19933993399339,L2/3,9,17.9405346819184,Pvalb-Cre/wt; Ai9/wt,IT,M,0.8,L2/3,4.68206339444435,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (65.0%), L2/3 IT VISp Rrad (28.0%), L4 IT VISp Rspo1 (6.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180225_sample_2,4.62513044476509,57,L2/3 IT_3,0.86,"L2/3 IT_3 (85.9%), L4/5 IT_1 (8.9%), L4/5 IT_2 (2.9%)",PV-,1.30419053361471,L2/3,15,8.33593346602675,Pvalb-Cre/wt; Ai9/wt,IT,M,0.666666666666666,L2/3,4.14735733220333,L2/3 IT VISp Rrad,"L2/3 IT VISp Rrad (52.0%), L2/3 IT VISp Agmat (25.0%), L2/3 IT ALM Macc1 Lrg1 (12.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180225_sample_3,2.75774672627449,57,L4/5 IT_1,0.97,L4/5 IT_1 (96.9%),PV-,10.9191919191919,L2/3,10,19.778522331699,Pvalb-Cre/wt; Ai9/wt,IT,M,0.428571428571428,L2/3,4.18288694625513,L4 IT VISp Rspo1,L4 IT VISp Rspo1 (97.0%),L4IT,L4IT_IT,L4IT_IT_VISp,L4/5,L4/5_IT_1,L4/5_IT_1,unk,unk,unk
20180225_sample_4,6.1173215508461,57,L5 IT_1,0.98,L5 IT_1 (97.7%),PV-,1.28799489144316,L5,14,19.3019011991716,Pvalb-Cre/wt; Ai9/wt,IT,M,0.75,L2/3,3.92649909718281,L5 IT ALM Cpa6 Gpr88,"L5 IT ALM Cpa6 Gpr88 (80.0%), L5 IT ALM Lypd1 Gpr88 (9.0%), L5 IT ALM Cbln4 Fezf2 (9.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180225_sample_5,-0.989776104688644,57,L5 ET_2,0.85,"L5 ET_2 (84.6%), L5 ET_4 (10.7%)",PV-,1.11125827814569,L5,14,17.5448127946752,Pvalb-Cre/wt; Ai9/wt,ET,M,0.75,L2/3,3.71790098131634,L5 PT ALM Npsr1,"L5 PT ALM Npsr1 (44.0%), L5 PT ALM Hpgd (23.0%), L5 PT VISp Lgr5 (21.0%)",L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_2,L5ET_2_ET_2,L5ET_2_ET_2,unk,unk,unk
20180225_sample_7,16.1029286682605,57,Pvalb Reln,0.83,"Pvalb Reln (82.9%), Pvalb Gpr149 (8.7%), Pvalb Calb1_2 (4.6%)",PV+,1.2,L5,110,8.55826750624747,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.912280701754385,L5,1.1102502161285,Pvalb Reln Itm2a,Pvalb Reln Itm2a (99.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180228_sample_3,6.20478391647338,60,L2/3 IT_3,0.69,"L2/3 IT_3 (69.0%), L2/3 IT_2 (30.7%)",PV-,1.98091603053435,L2/3,4,7.48154682077493,Pvalb-Cre/wt; Ai9/wt,IT,M,,L2/3,4.53346338918804,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (67.0%), L2/3 IT VISp Rrad (17.0%), L2/3 IT ALM Ptrf (14.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180306_sample_1,22.1539363265037,55,Pvalb Reln,0.89,"Pvalb Reln (88.9%), Pvalb Vipr2_2 (9.4%)",PV+,1.09685863874345,L2/3,102,10.4831781091353,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.942307692307692,L2/3,1.0625662059614,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180306_sample_2,1.34453922510147,55,L2/3 IT_3,0.8,"L2/3 IT_3 (79.9%), L4/5 IT_1 (15.3%)",PV-,2.28075471698113,L2/3,14,11.0815289843318,Pvalb-Cre/wt; Ai9/wt,IT,M,0.75,L2/3,4.84781101379066,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (50.0%), L2/3 IT VISp Rrad (43.0%), L4 IT VISp Rspo1 (5.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180306_sample_3,6.99113681912422,55,L2/3 IT_3,0.79,"L2/3 IT_3 (79.4%), L5 IT_3 (5.7%), L4/5 IT_1 (3.1%)",PV-,1.39928057553956,L2/3,18,9.38890869755874,Pvalb-Cre/wt; Ai9/wt,IT,M,0.8,L2/3,3.95338530893263,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (76.0%), L4 IT VISp Rspo1 (19.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180306_sample_5,4.59515862166881,55,L2/3 IT_3,0.93,"L2/3 IT_3 (93.3%), L4/5 IT_1 (4.3%)",PV-,2.05908513341804,L2/3,10,8.68469640436231,Pvalb-Cre/wt; Ai9/wt,IT,M,0.666666666666666,L2/3,4.88258492565012,L2/3 IT VISp Rrad,"L2/3 IT VISp Rrad (62.0%), L2/3 IT VISp Agmat (36.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180309_sample_4,5.13116642832756,58,L5 IT_1,0.6,"L5 IT_1 (59.9%), L4/5 IT_2 (26.1%), L5 IT_2 (3.9%)",PV-,1.64709595959595,L5,7,11.8958739746579,Pvalb-Cre/wt; Ai9/wt,IT,M,0.4,L2/3,3.61604341213941,L4 IT VISp Rspo1,"L4 IT VISp Rspo1 (82.0%), L5 IT ALM Lypd1 Gpr88 (17.0%)",L4IT,L4IT_IT,L4IT_IT_VISp,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180309_sample_6,5.23809343576431,58,L5 IT_1,0.75,"L5 IT_1 (74.7%), L4/5 IT_2 (17.0%), L6 IT_1 (2.1%)",PV-,1.5297157622739,L2/3,15,17.077509558797,Pvalb-Cre/wt; Ai9/wt,IT,M,0.666666666666666,L2/3,3.25251745876659,L4 IT VISp Rspo1,"L4 IT VISp Rspo1 (72.0%), L5 IT ALM Tmem163 Arhgap25 (13.0%), L5 IT VISp Hsd11b1 Endou (7.0%)",L4IT,L4IT_IT,L4IT_IT_VISp,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180309_sample_7,3.38681042194366,58,L4/5 IT_2,0.9,"L4/5 IT_2 (90.1%), L5 ET_2 (6.0%)",PV-,2.1987041036717,L2/3,15,27.7034097469589,Pvalb-Cre/wt; Ai9/wt,IT,M,0.666666666666666,L5,5.28709448516341,L5 IT ALM Lypd1 Gpr88,"L5 IT ALM Lypd1 Gpr88 (82.0%), L4 IT VISp Rspo1 (18.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L4/5,L4/5_IT_2,L4/5_IT_2,unk,unk,unk
20180309_sample_8,6.20970129966735,58,L2/3 IT_3,0.93,"L2/3 IT_3 (93.3%), L4/5 IT_2 (1.7%), L5 IT_3 (1.4%)",PV-,1.39030803906836,L2/3,10,20.6368466147152,Pvalb-Cre/wt; Ai9/wt,IT,M,0.666666666666666,L2/3,3.99746080649945,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (66.0%), L2/3 IT VISp Rrad (17.0%), L4 IT VISp Rspo1 (11.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180313_sample_2,3.82641702890396,49,L5 ET_1,1.0,L5 ET_1 (100.0%),WT,1.77814845704753,L2/3,10,12.964974579603,wt/wt,ET,M,0.666666666666666,L2/3,5.50490310689034,L5 PT ALM Slco2a1,L5 PT ALM Slco2a1 (97.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180313_sample_3,12.1706966310739,49,L5 ET_1,0.98,L5 ET_1 (98.1%),WT,1.89358108108108,L2/3,5,17.8533642439676,wt/wt,ET,M,,L2/3,4.03892878056022,L5 PT ALM Slco2a1,L5 PT ALM Slco2a1 (99.0%),L5PT,L5PT_PT,L5PT_PT_ALM,L5ET_1,L5ET_1_ET_1,L5ET_1_ET_1,unk,unk,unk
20180313_sample_7,9.58262383937835,49,L2/3 IT_3,0.89,"L2/3 IT_3 (88.6%), L4/5 IT_1 (8.3%)",WT,1.63604732080723,L2/3,8,9.81120445627349,wt/wt,IT,M,0.6,L2/3,4.7006317620461,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (89.0%), L4 IT VISp Rspo1 (11.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180313_sample_9,23.1022238731384,49,Pvalb Reln,0.47,"Pvalb Reln (46.9%), Pvalb Il1rapl2 (34.1%), Pvalb Gpr149 (8.1%)",WT,1.10059171597633,L2/3,135,4.50457132843417,wt/wt,Pvalb,M,0.942028985507246,L2/3,1.41660446945274,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (92.0%), Pvalb Tpbg (7.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180315_sample_1,6.28186017274856,51,L5 ET_2,0.84,"L5 ET_2 (83.9%), L5 ET_4 (9.6%), L5 ET_3 (6.3%)",WT,1.37171561051004,L5,7,23.2393833161352,wt/wt,ET,M,0.75,L5,3.23990820955832,L5 PT VISp Lgr5,"L5 PT VISp Lgr5 (70.0%), L5 PT ALM Npsr1 (26.0%)",L5PT,L5PT_PT,L5PT_PT_VISp,L5ET_2,L5ET_2_ET_2,L5ET_2_ET_2,unk,unk,unk
20180315_sample_5,9.18145664036274,51,L2/3 IT_3,0.77,"L2/3 IT_3 (77.1%), L2/3 IT_2 (10.7%), L4/5 IT_2 (8.3%)",WT,2.70860152135751,L2/3,7,11.9415882974304,wt/wt,IT,M,0.75,L2/3,4.62419969657661,L2/3 IT ALM Macc1 Lrg1,"L2/3 IT ALM Macc1 Lrg1 (79.0%), L2/3 IT VISp Agmat (20.0%)",L2/3,L2/3_IT,L2/3_IT_ALM,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180315_sample_6,25.3673158586025,51,L2/3 IT_3,0.81,"L2/3 IT_3 (81.3%), L4/5 IT_1 (14.3%)",WT,1.33333333333333,L2/3,79,8.98155203451263,wt/wt,IT,M,0.813953488372093,L2/3,0.907352194493858,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (51.0%), L2/3 IT VISp Rrad (42.0%), L4 IT VISp Rspo1 (4.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180321_sample_2,2.80464068055152,47,L5 IT_1,0.95,L5 IT_1 (95.1%),PV-,1.48466566113624,L5,11,19.9594052823002,Pvalb-Cre/wt; Ai9/wt,IT,F,0.833333333333333,L5,3.83737035862691,L5 IT ALM Cpa6 Gpr88,"L5 IT ALM Cpa6 Gpr88 (63.0%), L4 IT VISp Rspo1 (33.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L5IT_1,L5IT_1_IT_1,L5IT_1_IT_1,unk,unk,unk
20180321_sample_3,6.82885758578777,47,L4/5 IT_2,0.94,"L4/5 IT_2 (94.4%), L5 ET_2 (4.4%)",PV-,1.10495156081808,L5,14,9.25585557626068,Pvalb-Cre/wt; Ai9/wt,IT,F,0.75,L5,4.21025415788823,L5 IT ALM Lypd1 Gpr88,"L5 IT ALM Lypd1 Gpr88 (52.0%), L5 IT ALM Tmem163 Dmrtb1 (48.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L4/5,L4/5_IT_2,L4/5_IT_2,unk,unk,unk
