Cell ID,AP maximum rate of rise (Upstroke) (mV/ms),Age (postnatal days),Anatomical Structure,Brain hemisphere,Cortical layer,Fluorescent protein positive,Genotype (full),Latency,Sex,T type assignment probability,T type class,T type class assignment probability,T type subclass,T type subclass assignment probability,VISp Viewer MET type,VISp Viewer T type,tau,VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
639380495,340.973707072326,45,VISpm,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00566,M,0.59,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Rspo4 Rxfp1 Chat,11.8001025456985,Vip,Vip_Rspo4,Vip_Rspo4_Rxfp1,unk,unk,unk,unk,unk,unk
639389307,300.803872750672,45,VISam,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01112,M,0.9,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Htr2c,14.163485377447,Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,unk,unk,unk,unk,unk,unk
639390023,398.530258264324,45,VISp,right,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01714,M,0.95,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,9.22212432289576,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
639395418,353.982745060522,45,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01272,M,0.99,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,17.250024668695,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
639395516,411.845420707905,46,VISpm,right,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0104199999999998,F,0.16,CGE interneuron,0.9,Vip interneuron,0.82,,Vip Ptprt Pkp2,7.97796867963067,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
639398242,311.598576323405,45,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0141,M,0.3,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,11.8965033728556,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
639671955,305.988441575292,49,VISp,right,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05482,F,0.38,CGE interneuron,0.6,Pvalb interneuron,0.4,,Pvalb Reln Itm2a,5.3640809665968,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
639674270,345.365707159477,46,VISp,right,L5,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.00914,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-3,Vip Lmo1 Fam159b,20.1237519112218,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,Vip,Vip_MET,
639689311,307.458998821689,46,VISpm,right,L6a,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.02808,M,0.51,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,21.965712297207,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
639689999,230.65635804764,49,VISl,left,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03616,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,5.84267666331416,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
639695961,215.508679803798,46,VISp,left,L4,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.0137,M,0.43,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Myl1,14.9199417629005,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,unk,unk,unk
639701690,149.624858111714,46,VISp,left,L5,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.01058,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Gpr149 Islr,9.42137830529476,Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,unk,unk,unk,unk,unk,unk
639708328,301.682832320214,46,VISp,right,L5,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.02548,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-12,Sst Esm1,17.6262562884077,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,Sst,Sst_MET,
639719157,347.538553714684,46,VISp,right,L5,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.0400799999999998,M,0.43,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,22.5213972238409,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
639796648,209.557631692173,50,VISli,left,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0344,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,5.12812142829181,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
639797308,304.837944648088,50,VISp,right,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0445,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-4,Pvalb Tpbg,4.8618866574008,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,Pvalb,Pvalb_MET,
639808649,275.629175146401,50,VISp,right,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01318,F,0.54,CGE interneuron,1.0,Vip interneuron,0.54,,Vip Col15a1 Pde1a,14.9560167241126,Vip,Vip_Col15a1,Vip_Col15a1_Pde1a,unk,unk,unk,unk,unk,unk
639809582,395.375586452909,47,VISp,left,L6a,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.03942,F,0.38,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-12,Sst Tac2 Myh4,15.7341936784648,Sst,Sst_Tac2,Sst_Tac2_Myh4,unk,unk,unk,Sst,Sst_MET,
639818525,280.071873372825,50,VISp,left,L4,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0107,F,0.51,MGE interneuron,0.56,Pvalb interneuron,0.56,,Pvalb Tpbg,6.68361298546537,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,unk,unk,unk
639824809,223.854564108652,50,VISp,right,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0101,F,0.98,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,12.7618679360189,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
639829058,401.299539418431,50,VISp,left,L6a,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.007,F,0.18,MGE interneuron,0.53,Pvalb interneuron,0.53,,Pvalb Sema3e Kank4,6.01292347342837,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
639841063,379.768311413563,50,VISp,right,L4,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02536,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-8,Sst Hpse Cbln4,14.2966502595206,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,Sst,Sst_MET,
639850374,237.025126349276,50,VISl,right,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01366,F,0.53,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Tpbg,6.13289429065701,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,unk,unk,unk
639860893,313.722980300264,47,VISp,left,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.01302,M,0.37,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,10.5509330520538,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
639861972,363.355234431787,47,VISp,right,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.0421,M,0.29,CGE interneuron,0.59,Lamp5 interneuron,0.59,,Pvalb Vipr2,4.08506512150216,Pvalb,Pvalb_Vipr2,Pvalb_Vipr2,unk,unk,unk,unk,unk,unk
639862877,318.830151898809,47,VISp,left,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.03144,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-8,Sst Hpse Cbln4,13.712241832151,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,Sst,Sst_MET,
639881631,217.528994871931,47,VISp,left,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.02408,M,0.99,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-5,Sst Myh8 Etv1,18.8321200440404,Sst,Sst_Myh8,Sst_Myh8_Etv1,unk,unk,unk,Sst,Sst_MET,
639881942,295.182567174638,47,VISli,left,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.01482,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Tpbg,8.96844974519774,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,unk,unk,unk
639891826,233.060830359282,47,VISp,right,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.03634,M,0.47,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Fam19a1 Tmem182,9.66710156643231,Lamp5,Lamp5_Fam19a1,Lamp5_Fam19a1_Tmem182,unk,unk,unk,unk,unk,unk
639893239,151.953848771394,47,VISp,left,L6a,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.02766,M,0.4,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-12,Sst Mme Fam114a1,19.0443884922338,Sst,Sst_Mme,Sst_Mme_Fam114a1,unk,unk,unk,Sst,Sst_MET,
639962984,313.960399086941,48,VISp,left,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.04062,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-2,Sst Tac1 Htr1d,10.1228664758416,Sst,Sst_Tac1,Sst_Tac1_Htr1d,unk,unk,unk,Sst,Sst_MET,
639965232,291.374683455573,48,VISp,right,L4,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.04654,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,7.32571148889967,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
639979263,399.319156240775,48,VISp,right,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.0271,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,12.548771617646,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
640006232,256.284122851876,48,VISl,right,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.01144,M,0.75,MGE interneuron,1.0,Pvalb interneuron,0.75,,Pvalb Tpbg,10.2602787984855,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,unk,unk,unk
640061596,263.364007209884,49,VISp,left,L5,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.06752,F,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,Sst-MET-1,Sst Chodl,32.0397879571049,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,Sst,Sst_MET,
640106803,189.723358917775,51,VISp,left,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05648,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,6.4426958548487,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
640109830,165.221184545234,51,VISp,left,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01328,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,12.0193599430006,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
640111844,281.36326692538,51,VISp,left,L6a,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02456,F,0.57,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-12,Sst Crh 4930553C11Rik,15.7068171514835,Sst,Sst_Crh,Sst_Crh_4930553C11Rik,unk,unk,unk,Sst,Sst_MET,
640263789,347.398086097929,52,VISp,left,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01076,F,0.97,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,9.42870427569701,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
640280740,369.050300156036,52,VISp,right,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03282,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-4,Vip Lect1 Oxtr,10.2631127469059,Vip,Vip_Lect1,Vip_Lect1_Oxtr,unk,unk,unk,Vip,Vip_MET,
640287067,330.784004454072,52,VISp,right,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03476,F,0.56,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,16.3263919970443,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
640311818,162.263332132526,49,VISp,right,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.0683,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,7.9971331307174,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
640315859,299.165961822329,49,VISp,right,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.02158,F,0.54,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,19.8347701607879,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
640317055,287.422113329167,49,VISp,right,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.03242,F,0.87,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Nr2f2 Necab1,16.4087779867518,Sst,Sst_Nr2f2,Sst_Nr2f2_Necab1,unk,unk,unk,unk,unk,unk
640319052,218.521285054635,49,VISp,left,L1,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.01844,F,0.57,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,5.56825523291431,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
642104046,279.527440260441,50,VISp,left,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.02932,F,0.37,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,18.6675980208044,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
642110310,206.246330471714,50,VISp,left,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.0693,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,6.48070014779092,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
642124659,235.881655187803,50,VISp,right,L2/3,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.0514,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,Lamp5-MET-1,Lamp5 Lsp1,5.52150727963598,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,Lamp5,Lamp5_MET,
642166983,257.343803989901,50,VISp,left,L5,positive,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,0.03052,F,0.99,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,21.7116236970353,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
642227568,185.964598577103,50,VISp,right,L5,positive,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt,0.00772,M,0.33,CGE interneuron,0.97,Vip interneuron,0.84,,Vip Pygm C1ql1,12.6740472239338,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
642258974,247.994983243797,46,VISpm,right,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02988,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Prdm8,13.8260594168657,Sst,Sst_Rxfp1,Sst_Rxfp1_Prdm8,unk,unk,unk,unk,unk,unk
642265873,348.629699112408,46,VISp,left,L6a,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01198,F,0.63,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,7.43884416547123,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
642266392,249.015184503431,46,VISp,left,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05748,F,0.46,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,7.41706858653248,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
642402500,227.818512992923,39,VISp,right,L1,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.04266,M,0.8,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Ntn1 Npy2r,10.2100644924175,Lamp5,Lamp5_Ntn1,Lamp5_Ntn1_Npy2r,unk,unk,unk,unk,unk,unk
642421456,170.428624576791,39,VISp,right,L1,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.0829199999999998,M,0.26,CGE interneuron,1.0,Vip interneuron,0.46,,Vip Igfbp6 Pltp,8.25501048173535,Vip,Vip_Igfbp6,Vip_Igfbp6_Pltp,unk,unk,unk,unk,unk,unk
642429586,238.700997217375,39,VISpm,left,L1,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.0541799999999998,M,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Ntn1 Npy2r,7.74341031505328,Lamp5,Lamp5_Ntn1,Lamp5_Ntn1_Npy2r,unk,unk,unk,unk,unk,unk
642442513,192.198063261789,39,VISp,right,L1,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.04682,M,0.56,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,7.51384524504075,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
642478957,369.700560214852,45,VISp,right,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02074,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,14.3987013502078,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
642494910,336.687250033654,45,VISp,left,L4,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02602,M,0.65,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,6.41921305668852,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
642496703,257.79481042876,45,VISp,right,L1,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03276,M,0.52,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,5.24045546996415,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
642532676,403.901680709208,45,VISl,left,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05506,M,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,6.85555851591989,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
642557052,334.972168596766,35,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02462,M,0.75,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,12.4995757334637,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
642568816,420.292936430143,35,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00752,M,0.99,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,8.19336646986758,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
642569032,403.543820405057,35,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01182,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Myl1,13.4802351932902,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,unk,unk,unk
642767494,318.034766744224,36,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0724,M,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,9.30279725263432,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
642791355,416.775535770417,36,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00924,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Myl1,8.97104049789695,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,unk,unk,unk
642817252,433.796455823713,36,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0459,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lect1 Oxtr,11.9741319093852,Vip,Vip_Lect1,Vip_Lect1_Oxtr,unk,unk,unk,unk,unk,unk
642827810,178.657590278828,46,VISp,right,L6a,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.06026,M,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,10.3231749609911,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
642832129,248.52217898468,46,VISp,left,L4,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00878,M,0.26,CGE interneuron,0.65,Sncg interneuron,0.54,,Serpinf1 Clrn1,7.79233172723656,Serpinf1,Serpinf1_Clrn1,Serpinf1_Clrn1,unk,unk,unk,unk,unk,unk
642833509,120.368385918598,40,VISp,right,L1,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.06164,M,0.5,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,11.8735009735542,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
642842839,231.705350548094,40,VISp,left,L2/3,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.03894,M,0.92,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,9.34252627530515,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
642851911,178.418948789782,40,VISp,left,L1,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.1254,M,0.51,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,7.49274094625624,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
643004718,304.772868396319,36,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01534,F,0.94,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,13.9835238366216,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
643021973,320.725211612807,36,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0115199999999999,F,0.41,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-4,Vip Crispld2 Kcne4,10.248186476408,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,Vip,Vip_MET,
643143322,303.329618078252,37,VISli,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01562,M,0.59,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,16.5858003212447,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
643176208,444.06603008145,37,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01078,M,0.37,CGE interneuron,1.0,Vip interneuron,0.62,,Serpinf1 Aqp5 Vip,8.40763199952682,Serpinf1,Serpinf1_Aqp5,Serpinf1_Aqp5_Vip,unk,unk,unk,unk,unk,unk
643190956,135.571351529846,42,VISal,right,L1,positive,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,0.05134,F,0.55,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,6.47409360774152,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
643251590,348.268633610836,49,VISpor,left,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0383,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,10.1152077978481,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
643269551,196.441381186963,49,VISl,right,L1,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0582,F,0.43,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,5.83336473720158,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
643479119,316.754097554222,47,VISp,right,L4,positive,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt,0.00912,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,11.9994727486398,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
643479544,385.165747533392,47,VISp,left,L4,positive,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt,0.01402,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,9.58904325980769,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
